,wb_subclass_label,wb_cluster_label,x,y
336888462410671939295876106238636319767,276_Oligo,3914_Oligo,-60591.37822848985,40616.54420022158
33689258399454843336529028683767375614,137_TH_Rxfp1_Epb4,1981_TH_Rxfp1_Epb4,-61207.938659713414,38592.42164167697
336897299280998828812665053216812015134,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62062.179295894304,40026.30643578461
336907018879124042412123562592551120044,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59910.69093587875,39805.42561114545
336908341645896329572194045158959248574,285_Endo,4017_Endo,-61777.59220973251,40302.30914647913
336938044131888134238747282511980128485,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58904.58756492079,39261.30343204621
33694261628916682481375143135211855418,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-62000.25524929856,38786.90157113403
336944111797118484724638717484064044012,285_Endo,4017_Endo,-62770.78378016465,38972.37791920253
336944539501252980601764889764751359214,137_TH_Rxfp1_Epb4,1966_TH_Rxfp1_Epb4,-61386.378815120406,38605.50463261525
336953112311204487030492123651639465267,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-60040.478650679666,40567.88174616405
336958058833764282085185315312307741199,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-61215.098349039676,39068.35598189916
33696847561613273531931388160139661379,284_SMC-Peri,4003_SMC-Peri,-60175.70730353624,40425.80725347685
336972192478860154603745066147653147515,279_Astro,3933_Astro,-63167.05549249156,39701.1881747879
336991557151617108688115609123982017797,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-60486.78495047506,40556.20134463577
336995660042175149008439420270144516230,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62303.54712798527,39080.08131287206
33701422005855096196788315052998039780,276_Oligo,3914_Oligo,-63364.371959083124,39686.0005072907
337027585340608423264486686105214909394,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62551.61438294822,39971.29092428759
337046287329105507591510905643384128851,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62610.44366710343,40598.69316552914
337053233562272485486458459455496801206,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62540.35765476821,40148.4517515238
33708059143626082272262703102983722025,138_TH Prkcd_Grin2c,1997_TH Prkcd_Grin2c,-61426.89292385472,39583.38283370555
337091023571729475674732409973869350222,137_TH_Rxfp1_Epb4,1984_TH_Rxfp1_Epb4,-60482.52786446453,40094.47115614629
337100882752405665212764484648455483477,279_Astro,3933_Astro,-61772.96789548392,38855.27340793555
337102380316716523764257838119526883896,285_Endo,4017_Endo,-59757.95327837053,40726.59748145413
337103260975096281076364851584336265919,276_Oligo,3914_Oligo,-62683.17055406978,40767.93557208302
337110910130125994056438523777051845703,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59508.13643254172,40234.16284796786
337152509745138479314463056204717256967,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59474.533785438754,39433.33820226193
337160570123864484791660711583470570068,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59104.28725114942,40093.338560102915
33716553728877914990731102398088953053,275_OPC,3893_OPC,-59404.148461386074,38886.206141129594
337183532134084226227523842650433351168,276_Oligo,3913_Oligo,-60740.760374094105,39482.14876965833
33719164021212169137362568589677747800,279_Astro,3931_Astro,-60973.871656416435,38515.204574945674
337225607262064525533997234587549430423,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60272.54863069837,39779.911971267175
337242704784468218002752966173490021227,279_Astro,3931_Astro,-62458.39987966218,40599.43718743089
337256677057152769808557492512258909800,134_TH PVT_Ntrk1,1932_TH PVT_Ntrk1,-60947.514008571285,40341.887158805526
337271976491944835431494881198182815528,284_SMC-Peri,4003_SMC-Peri,-60875.80865695159,40301.520538580786
337276138488912325212784831261699441714,276_Oligo,3915_Oligo,-61350.347367072325,38568.04794339029
337287244289463716309123009928748035428,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59348.615324533734,39589.68160059286
337305672768388020024833828653390502193,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60031.54350726364,39781.12099705666
337323786705179522304675660605189957093,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-60239.18498434191,40089.77557314483
337330079530162375266915209854257402800,276_Oligo,3914_Oligo,-59180.28458822671,38995.91518081024
33737964405314497487146634752448228965,137_TH_Rxfp1_Epb4,1961_TH_Rxfp1_Epb4,-61190.68918463908,39388.96907339903
337387318754251411701624570426212195795,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61769.82998352762,40264.365070496686
337416353019559994032183559145414108835,276_Oligo,3915_Oligo,-58773.280376325616,39705.09022819838
33745356336213477687135206711683907952,279_Astro,3949_Astro,-63567.088492898205,39728.72440500537
337456969564846697635776803236295873287,254_MY Ccdc172,3767_MY Ccdc172,-60676.44096010181,40431.7381591722
337466618736124206241633644545584336793,279_Astro,3933_Astro,-60689.909056492164,39392.478766537
337496925209600013066422510933679696538,111_HY/TH Gnb3,1564_HY/TH Gnb3,-58786.25573353657,39519.369493236445
337568345495189888122653769920621392565,285_Endo,4015_Endo,-60221.82006676029,39451.790684345535
337626661751344790346728092973914064635,279_Astro,3949_Astro,-63232.818642797014,39470.664801062165
337652129691186852773396775920460278740,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-60921.868948561845,39303.687666335565
337653410725189515913968697321548032122,279_Astro,3952_Astro,-60866.13118216536,39553.54191162164
337657034025001537960996723447647958200,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60779.16962974199,39680.60008499082
337667504539448496509479403386578972112,128_TH MH_Tac2,1840_TH MH_Tac2,-60917.15710349269,40434.59488635688
337669158200650488641180167911108481837,276_Oligo,3916_Oligo,-63616.61355704091,39751.51772226849
337714935946636464993682293984260394583,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60477.88886533921,39885.05521932736
337721978184673256217311777161917515888,276_Oligo,3915_Oligo,-59983.72603588318,39786.53295334976
337724009476869287179008983971541351598,276_Oligo,3914_Oligo,-59456.4901294136,40341.38878327787
33773509329878495596804704186096907632,279_Astro,3930_Astro,-61163.7327120111,38854.940758740195
337767768145175500471895674637705068448,111_HY/TH Gnb3,1564_HY/TH Gnb3,-63304.4604675449,39579.85985391545
337776274722455243734671342341153370575,138_TH Prkcd_Grin2c,2009_TH Prkcd_Grin2c,-61390.25112927523,39287.18495955322
3378095847709621797180883072822108746,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62238.5405020939,39447.841917790756
337812097041113762736763869235958021749,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-60177.95925006568,39753.55778568925
337814607792661202467533100548116798000,276_Oligo,3910_Oligo,-58974.24596064193,40200.4525823343
337835042469862852988026215199038419417,128_TH MH_Tac2,1848_TH MH_Tac2,-60774.6084098798,40745.85412800998
337846709889673637608280748425189105818,279_Astro,3932_Astro,-58653.00820837154,39960.13516675308
33785129537014821255002398490523458808,279_Astro,3952_Astro,-60999.21001854511,39539.800976187944
337858641863421820186117417789233887751,276_Oligo,3910_Oligo,-61858.42254759016,38865.41574532891
337873136231119837286729143853193392123,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59223.273308914424,40382.965873684516
337876962869538325136414519642676050809,279_Astro,3949_Astro,-62424.51797059008,39080.21261395178
337879781108257421590869544446122330792,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60747.49583693891,39442.150211470835
337892652501073445282707303534018548013,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-61802.74863368525,40590.89812452971
337895213767586336010704639242316257440,276_Oligo,3916_Oligo,-63243.66446450542,40251.831795612605
337917816761380272669251860419026042920,285_Endo,4017_Endo,-61159.15472670333,39849.1590449846
337933461154191933626797451342417606728,279_Astro,3950_Astro,-62619.27710133847,39500.650232767985
337941792546937907731944653444961570792,278_Ependymal,3925_Ependymal,-60945.02289851773,40724.28124530286
337943237265614615366935648898433284144,276_Oligo,3915_Oligo,-62224.42096305844,39966.73251691799
337957131277011407473674988788065684456,276_Oligo,3914_Oligo,-59937.60366797853,38955.27546651919
338027520186888413969660010770415735364,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-61904.19189775972,40629.82092809889
338031404991302590411745565738891847018,279_Astro,3949_Astro,-59924.06918581628,40195.54151797317
338044559213289801622001103020072025322,285_Endo,4017_Endo,-61338.04615069019,39385.261905276464
338051926464479550213872145521744855535,279_Astro,3949_Astro,-61210.7488247246,38679.457439865524
338082345617623611877719422871420042712,279_Astro,3932_Astro,-59816.329335688686,40638.84500866697
33809095448494268801601518551527744580,138_TH Prkcd_Grin2c,2025_TH Prkcd_Grin2c,-60026.35177836195,40100.57774682887
338103796957923049792065446996228985234,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-60831.95868809668,39231.64659273449
338118558171663657596885512011288254657,279_Astro,3949_Astro,-62835.426979745,40667.19053266891
338134615196158000781158152385779769390,279_Astro,3933_Astro,-60861.980062662624,38716.28075552726
338137715728402232587778745459212460241,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60585.08951467038,39962.649118541645
3381409999675240280092492437786675319,285_Endo,4017_Endo,-60300.67494578477,40412.5629282022
338147244510819754688308817832320773622,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61345.21802894329,39561.81623544856
338172960405897772240566692320385991936,285_Endo,4017_Endo,-59858.65624655047,40358.41448756232
338189273203129970060517755582491504162,279_Astro,3949_Astro,-60263.994649578424,39920.360754569156
338209862307331088666589133919701799879,285_Endo,4016_Endo,-62947.928583680754,39944.59351363141
33824155127853229575761956135121381253,137_TH_Rxfp1_Epb4,1970_TH_Rxfp1_Epb4,-60689.06859200667,39435.538502993164
338263313247034056603548252159578593041,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62335.13250855408,39736.055896593185
338279488070287795845738555237293268665,285_Endo,4017_Endo,-59182.56166955276,39859.94584834299
338280976744570444266887421147220953131,279_Astro,3933_Astro,-62248.26736988667,39817.13951444248
338325997848363076786095490511312336407,276_Oligo,3913_Oligo,-61649.933339307056,39437.488083552904
338345955362189514572701753068915337065,276_Oligo,3913_Oligo,-63403.274375350746,40418.21926147631
338357273786196222569852970193863584508,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59735.48223880812,40174.125559592336
338372328482472956148401804441332336300,138_TH Prkcd_Grin2c,2007_TH Prkcd_Grin2c,-61830.99208313287,40651.934083586224
338386462303219716438218489621810729537,276_Oligo,3913_Oligo,-62726.04058677159,39515.39663723768
338413403024735428546776630840887548642,276_Oligo,3904_Oligo,-59449.24619979806,39313.474284574426
338419356855132624363792556894213716425,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62814.09970424637,39634.970550683945
338424779146349272225230991591330309732,285_Endo,4017_Endo,-60105.30028504581,40556.86180628398
338432854217554546972876507076249739967,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-59075.54213020811,40599.87066506263
338449794138189018653883494366570806513,279_Astro,3952_Astro,-60524.86047094358,40640.142472816144
338450993825767424137540297531746109846,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61607.63578242327,39223.83931595153
338453133764504063384252263779422863537,285_Endo,4017_Endo,-62979.33994525666,39320.347846234115
338481213865794550144625440611537691497,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59267.65427913833,39783.23509187627
338498703456335540601066434305616845960,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-62044.7268248679,39065.99001058154
338502620968573866176701334441083286326,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63130.09143536473,39724.00232694417
338522101271920504358212492960133186564,279_Astro,3933_Astro,-60460.32041923827,39148.88758906182
338527924924329529035452649614262890185,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-60078.24826314163,40622.45361788362
338529846304690631305832047992697247208,279_Astro,3949_Astro,-60180.05931732406,39861.86112172948
338570582827283908193574627818856194282,276_Oligo,3915_Oligo,-59196.274579395606,40168.316592197305
338590168220558545117569807319337695714,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59683.888832084944,39692.10733184646
338599877980663061609937895096706646485,276_Oligo,3916_Oligo,-59231.11261919313,40297.54632556106
338612722374842243487432346093046540668,276_Oligo,3902_Oligo,-60413.9024699895,40401.08468067029
338615533295090735952015399313419665723,244_MY Hoxb8,3665_MY Hoxb8,-59712.474419240774,38811.88103398756
338624651130306554102114022717261647153,111_HY/TH Gnb3,1564_HY/TH Gnb3,-63250.12889257315,40151.92602648125
338645920309743294228920451584450889819,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63301.47886295094,39856.12868354694
338648522381066492980252149165231443904,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59515.898107752284,39553.19345923902
338655951055644645204709552729970671443,279_Astro,3933_Astro,-63166.978742518135,40244.1122202707
33869393762005324524671227048666897080,285_Endo,4015_Endo,-61282.783657052096,39352.216091441966
33870566516685848390881205585315219812,279_Astro,3950_Astro,-59540.20786726954,39898.50286912368
338757214497696842560268059861651994269,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58565.537737726016,39657.880046891856
338770643964489728815858422053560902258,285_Endo,4017_Endo,-60478.105190547765,40323.947130927336
338787839722167233142349931710113314830,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-59751.23531141646,39185.31181865733
33879684920179024215299587738774432643,276_Oligo,3913_Oligo,-61455.847781668585,38907.789932388085
338809727167104034014087745402041003607,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62673.05278778261,39040.971823214626
338814676419847450355170313142311340440,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62949.506171466586,39155.2781456795
338816970285338475861475530913031878842,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62766.04108284897,40192.29516741765
338826666234540244394949388342201010540,276_Oligo,3906_Oligo,-60178.99005156648,39684.94631352505
338840022268220610354602751848878523558,279_Astro,3949_Astro,-62560.013720510826,39000.55151356723
338847201744942957273791018734402563039,276_Oligo,3915_Oligo,-63062.08647304325,39402.78534162908
338859496375938532241877377147144889663,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59529.256172190246,39476.506670386785
338871224078037409894074713339904485475,138_TH Prkcd_Grin2c,2017_TH Prkcd_Grin2c,-60382.4118800377,39251.12441444976
338891013060155194308110721862141059681,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59447.84000154222,40655.03334637687
338924836997928171681639012508141505711,134_TH PVT_Ntrk1,1932_TH PVT_Ntrk1,-60975.03482123962,38554.90923131553
338925958671861203223971051363661746528,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60657.68897548444,38900.7899925373
338926457438564329682919141483320703156,276_Oligo,3913_Oligo,-60198.51922884944,38902.00242824464
338947145369472387498543403333746148311,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-60447.0985661009,40067.25829442832
338966305494491617082224768213226146622,285_Endo,4017_Endo,-63016.41172637202,40246.48091560472
338986599342102682471508012442800551130,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61861.45658168203,39629.0939784867
338991519245882142104034823829311367408,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62876.495606972894,39515.779965202346
339001502021465503302746982854237119394,285_Endo,4017_Endo,-59062.48012470838,40533.03014216709
339006156094767688004760455687184351081,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59012.700199887004,39880.05468817306
339048712712160306487739415463133315958,128_TH MH_Tac2,1844_TH MH_Tac2,-61246.90078908997,40424.89674024763
339069866777990038481135130560559857489,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61487.168086359496,39143.23199301256
339081759742281861917247718650003678740,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-60178.87444277736,40104.86599927213
339087048851492848234693522539334590473,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-59687.894472708955,39092.965983327915
33908819547010547447359688044458008998,128_TH MH_Tac2,1847_TH MH_Tac2,-60859.38766017237,40781.78842972427
339094675900539058850114246085401588923,128_TH MH_Tac2,1846_TH MH_Tac2,-60919.811934172525,40599.99668238734
339108428619009900495035447986039555287,282_Micro-PVM,3982_Micro-PVM,-60365.18138036398,40251.48107159234
339109405012808038723643031423370474824,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-60649.52722493121,39685.29136625957
33911189208806648001199227930812761368,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63201.94587562859,39635.88760755513
339129261993598793263609077318781635785,137_TH_Rxfp1_Epb4,1949_TH_Rxfp1_Epb4,-61437.019698735414,40317.413104281644
339149800021456589212897935090889541896,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58687.52452434722,39532.43103282792
339179105255519296844246868812418792244,213_MB Slc6a3,3328_MB Slc6a3,-60520.622290852836,40274.306055160705
339183926192272999396422243541203497774,279_Astro,3952_Astro,-60205.513108173895,40536.35364353083
339190895588398228580877454698944851577,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63551.836600482886,40022.6139762165
339222106907798371829448627586740771053,279_Astro,3931_Astro,-61943.489702610896,40501.21198918953
339238938346632539264711150463192351670,128_TH MH_Tac2,1847_TH MH_Tac2,-60935.680319332394,40717.46776094445
339239739854409559366539404952540203025,284_SMC-Peri,4003_SMC-Peri,-60531.423933293234,39508.247107744
339258978321795678104253038242172284824,279_Astro,3933_Astro,-60561.36604200622,39385.73690730764
339305791502843889203979070510490348988,128_TH MH_Tac2,1848_TH MH_Tac2,-60830.52326711353,40716.593368385256
339307032891781696295962944118075701444,276_Oligo,3915_Oligo,-63181.76835196049,40005.125717353665
339339133508573288748500879827107060536,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61957.20028489868,40121.966923846536
339347041822988191782968918893175897403,276_Oligo,3910_Oligo,-61731.49945548306,39780.10306250357
339368635213801441076982990795545203773,279_Astro,3933_Astro,-62116.390427506754,38843.886750692356
339381359673508647860036760982667350469,276_Oligo,3915_Oligo,-63362.001486327455,40306.28555508707
339413032257641277488260737956623980754,279_Astro,3949_Astro,-60833.84344235179,38927.90133152145
339421832909325526878495204564111877368,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58591.945446787664,39563.505715676496
339424029069522462745334400737524152973,276_Oligo,3914_Oligo,-60696.79602908727,40025.8352986046
339463915743274615830191483946865829920,276_Oligo,3914_Oligo,-59004.09157389427,39066.67106055657
339480464487569695777944552789121671239,275_OPC,3893_OPC,-60288.59282542643,40593.61170594215
33948527109976334776830410784881337660,285_Endo,4017_Endo,-61278.26212839385,40579.155693946275
339491683114685942110210249475677011636,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-61000.528311763606,39388.464395586765
339491794243714639985245189487802856510,275_OPC,3893_OPC,-61412.73972185854,38702.84890313789
339492214946698559726631114953552504842,137_TH_Rxfp1_Epb4,1967_TH_Rxfp1_Epb4,-60688.265119242096,38742.9545801933
339517803092688437732191920903906039583,285_Endo,4017_Endo,-62020.10434181658,39056.53605688609
339525047397295085353003953983248388241,276_Oligo,3913_Oligo,-61560.37334662933,40565.5944869934
339525223748560766251486935302604936989,276_Oligo,3913_Oligo,-61785.6601884218,38820.940697089216
339543887356491976758850966137351307981,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-58916.864187532214,39513.01479477477
339584033223711373732883572163512029326,285_Endo,4015_Endo,-61291.167401228886,39267.04536859925
339609014106409059283776226851739188318,128_TH MH_Tac2,1839_TH MH_Tac2,-60881.24571195789,40492.53636954744
339617497798156106281169527244633739969,276_Oligo,3914_Oligo,-59190.76782778547,39633.01573256437
339619747971195419923416553451930734852,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61642.76230224906,39466.27337488661
339622325349150875292233590323460265994,282_Micro-PVM,3982_Micro-PVM,-59989.68576831423,39825.83328758904
339630184108441575768665286794445363675,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62529.18019946505,39904.36803389949
339648884427717994662168184356696148411,285_Endo,4017_Endo,-61204.2936717637,39670.7952677985
339650699554573267989554769406887969050,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-59401.31807763808,40240.21924612263
339652642394986405050818910843788789305,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62303.86886585921,40156.91948578474
339663279110079131364280277542987022479,129_TH LH_Pou4f1_Sox1,1866_TH LH_Pou4f1_Sox1,-61433.56423598611,40463.74887905247
33968360631993204703485738202563007656,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61870.93468635049,39550.2131066143
339711002219473793060999084786816588739,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-61549.86436416862,40505.23646912396
339715640752368290482334060703229661209,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61834.20271748313,39540.246699123294
339720646952350652617324661143254438490,137_TH_Rxfp1_Epb4,1967_TH_Rxfp1_Epb4,-61327.40427045731,38793.21417530664
339728780877945517339732543927027346339,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59064.237073066746,39669.35643136602
339761313244298894642102729066561190898,279_Astro,3933_Astro,-61131.00276277217,39575.018936396234
339766748143457264815416100678664003093,284_SMC-Peri,4003_SMC-Peri,-59004.85157823194,39400.04226945293
339768123305234211919921697171629650722,285_Endo,4011_Endo,-60960.69571462464,40322.00177826978
339783978491495789874870581876056957966,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61848.38079325284,40349.160491829585
339784534823344019579098351646437678775,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59829.43078652546,39849.75517950658
339784904663743300921984924870360498630,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-60597.18506528185,40250.21695030794
339793257413208368552417542643449783772,279_Astro,3949_Astro,-60542.271340701984,40226.29393393563
339799598331269510910742749802907764993,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59426.95495922612,39397.385587655845
339806971545637033569995495684825016909,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61123.73056803763,38840.21326812598
33981672708531104543641434512617861331,284_SMC-Peri,4003_SMC-Peri,-61315.318240276465,38571.60436971904
339826988805356055079047520701121119355,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59737.169164467916,39960.695773859654
33982928098418499332795011320610342839,279_Astro,3933_Astro,-59968.38826700255,38761.97420854376
339850066452723868929665494803751481038,278_Ependymal,3925_Ependymal,-61172.34324478641,40413.280251156444
339857965558110075158547351654573747669,276_Oligo,3915_Oligo,-62800.18935283651,40262.59217109734
339882930183916883229436583498402762379,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63008.180645729924,39507.25123073055
339884649845887150079940053624675281227,138_TH Prkcd_Grin2c,1993_TH Prkcd_Grin2c,-60766.857819463556,39336.63604441382
339891871522169670130178944779665205806,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-62121.64947427624,40613.2565147611
339892144932904364061886219811183602133,276_Oligo,3914_Oligo,-61772.671525912854,38986.78035106801
33990193057101969107345835769012013244,134_TH PVT_Ntrk1,1934_TH PVT_Ntrk1,-61006.76881605925,40280.865344469865
339937596593894039588970005966872783781,285_Endo,4017_Endo,-61076.41643891361,39660.32819617058
339944444061807411693245497786931835418,276_Oligo,3914_Oligo,-58925.635046538984,40400.558855194555
339946472933290297705036038131046103577,285_Endo,4017_Endo,-61884.34980992042,39635.46495659999
339948788104498294006590450165463426885,284_SMC-Peri,4006_SMC-Peri,-62910.95260622417,40160.31746179882
339959099024241230106187859283163263986,276_Oligo,3914_Oligo,-60134.649018127166,39090.56345676187
339961429573432963038584130495385248286,276_Oligo,3915_Oligo,-58905.94208981774,39679.365514506026
339968754374790832073506702444824917013,133_TH PF_Fzd5,1929_TH PF_Fzd5,-60260.55878445976,40405.14452117046
339981378852014441197557442606013942860,276_Oligo,3914_Oligo,-61457.0599318018,40302.17722165141
34000509966603338684153666479158745184,279_Astro,3952_Astro,-63315.06867646259,39580.90982032151
340028760613144046094308286311655006810,128_TH MH_Tac2,1847_TH MH_Tac2,-61264.38831790578,40771.54919371438
340038244320983548908341550117333005353,275_OPC,3896_OPC,-62470.90002559115,39797.605149017356
340065776468175343465789014947636613491,279_Astro,3950_Astro,-60079.82101732592,39502.660230078145
340077690695695219519167944366240573416,279_Astro,3949_Astro,-61240.75616081699,40069.40302596004
340091763396009255990003161639392039045,275_OPC,3896_OPC,-58771.44308861911,40352.00444473106
340098440485404427043445280120696750361,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62165.70154107897,40195.93478448158
340120257563498522346880568150980066818,134_TH PVT_Ntrk1,1937_TH PVT_Ntrk1,-60989.24758407159,39253.47013992106
340131533544915975531083316030560122922,137_TH_Rxfp1_Epb4,1960_TH_Rxfp1_Epb4,-61851.99653115112,40281.08879688741
340140522524263585262327524563032561454,138_TH Prkcd_Grin2c,2011_TH Prkcd_Grin2c,-61011.30923261054,39604.32131439657
340141072757993782195487486207848259997,276_Oligo,3914_Oligo,-60871.282881143525,39316.611218644015
34015391812196871508150451345937568301,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-58944.85361840972,39945.179963361334
34015631109028821043070714016614906353,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60619.49680743297,40029.67101206308
34015903724229882013781165552335391308,276_Oligo,3913_Oligo,-62490.47830359869,39383.88144815482
340160232720679723867469897972368331037,275_OPC,3893_OPC,-60105.395939980226,40541.906451332085
340167862189127383514275202727816434494,276_Oligo,3905_Oligo,-62357.55863909918,39557.21695464279
340170518499788767037866502263529424386,134_TH PVT_Ntrk1,1935_TH PVT_Ntrk1,-61013.61321280009,40151.00074207722
340173967710498825540182993505442504066,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62433.29192208716,39678.08903166372
340175460472157246549886602803105815744,276_Oligo,3914_Oligo,-59534.5636120094,39848.441638073855
340177660796754269039687950731326302414,285_Endo,4017_Endo,-59613.69465969351,38953.20134564195
34018721415831483764473006507695175760,285_Endo,4017_Endo,-60605.76769915651,38752.01937167237
340208329694933275062924108397784639289,276_Oligo,3916_Oligo,-61834.71616666265,39310.94469120077
340241263043814506943221343685005371763,285_Endo,4017_Endo,-62588.33561008448,39939.46576254242
340269566241287549719651305087244134652,279_Astro,3952_Astro,-61170.43156271027,40525.80844641457
34051544593000965752738442004811544831,279_Astro,3931_Astro,-60776.609107070464,40479.70501692281
34052179482607960615895504745267040366,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63447.86024510921,39751.29137065751
34075478006917581224427432162366495910,276_Oligo,3915_Oligo,-61703.0415278179,38743.789282514204
34113639569391270377555398484330145221,111_HY/TH Gnb3,1564_HY/TH Gnb3,-58880.807464904174,40207.22305865268
34137974638710540340421969067960320130,138_TH Prkcd_Grin2c,2011_TH Prkcd_Grin2c,-60993.201967721776,39716.996360337915
34138655311779295576236603209048074682,279_Astro,3954_Astro,-63083.1031681899,40457.05099799259
3416447819818928890581234452752123233,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-60920.51581976391,39861.52844828333
34168373016424412668271155908372354380,283_VLMC,3994_VLMC,-61754.273681644605,40664.749043396725
34171147593747856687433999600098823969,279_Astro,3949_Astro,-60368.72551602409,40145.88513875872
